[2024-04-13T12:54:06.356+0000] {local_task_job_runner.py:120} INFO - ::group::Pre task execution logs
[2024-04-13T12:54:06.449+0000] {taskinstance.py:2073} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: Process_W3_Data.BuildDimDate manual__2024-04-13T12:53:29.193444+00:00 [queued]>
[2024-04-13T12:54:06.466+0000] {taskinstance.py:2073} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: Process_W3_Data.BuildDimDate manual__2024-04-13T12:53:29.193444+00:00 [queued]>
[2024-04-13T12:54:06.467+0000] {taskinstance.py:2303} INFO - Starting attempt 1 of 1
[2024-04-13T12:54:06.501+0000] {taskinstance.py:2327} INFO - Executing <Task(PythonOperator): BuildDimDate> on 2024-04-13 12:53:29.193444+00:00
[2024-04-13T12:54:06.522+0000] {warnings.py:110} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:61: DeprecationWarning: This process (pid=56369) is multi-threaded, use of fork() may lead to deadlocks in the child.
  pid = os.fork()

[2024-04-13T12:54:06.525+0000] {standard_task_runner.py:63} INFO - Started process 56374 to run task
[2024-04-13T12:54:06.522+0000] {standard_task_runner.py:90} INFO - Running: ['***', 'tasks', 'run', 'Process_W3_Data', 'BuildDimDate', 'manual__2024-04-13T12:53:29.193444+00:00', '--job-id', '267', '--raw', '--subdir', 'DAGS_FOLDER/w3c.py', '--cfg-path', '/tmp/tmpodux1o2v']
[2024-04-13T12:54:06.536+0000] {standard_task_runner.py:91} INFO - Job 267: Subtask BuildDimDate
[2024-04-13T12:54:06.644+0000] {task_command.py:426} INFO - Running <TaskInstance: Process_W3_Data.BuildDimDate manual__2024-04-13T12:53:29.193444+00:00 [running]> on host 426f0b9f9d71
[2024-04-13T12:54:06.867+0000] {taskinstance.py:2644} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='Process_W3_Data' AIRFLOW_CTX_TASK_ID='BuildDimDate' AIRFLOW_CTX_EXECUTION_DATE='2024-04-13T12:53:29.193444+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='manual__2024-04-13T12:53:29.193444+00:00'
[2024-04-13T12:54:06.870+0000] {taskinstance.py:430} INFO - ::endgroup::
[2024-04-13T12:54:06.896+0000] {logging_mixin.py:188} INFO - 2010-03-22
[2024-04-13T12:54:06.897+0000] {logging_mixin.py:188} INFO - 2010-04-06
[2024-04-13T12:54:06.897+0000] {logging_mixin.py:188} INFO - 2010-04-19
[2024-04-13T12:54:06.898+0000] {logging_mixin.py:188} INFO - 2010-04-22
[2024-04-13T12:54:06.898+0000] {logging_mixin.py:188} INFO - 2010-04-23
[2024-04-13T12:54:06.899+0000] {logging_mixin.py:188} INFO - 2010-04-24
[2024-04-13T12:54:06.899+0000] {logging_mixin.py:188} INFO - 2010-04-25
[2024-04-13T12:54:06.900+0000] {logging_mixin.py:188} INFO - 2010-04-30
[2024-04-13T12:54:06.900+0000] {logging_mixin.py:188} INFO - 2010-05-19
[2024-04-13T12:54:06.900+0000] {logging_mixin.py:188} INFO - 2010-05-20
[2024-04-13T12:54:06.901+0000] {logging_mixin.py:188} INFO - 2010-05-26
[2024-04-13T12:54:06.901+0000] {logging_mixin.py:188} INFO - 2010-05-28
[2024-04-13T12:54:06.902+0000] {logging_mixin.py:188} INFO - 2010-06-12
[2024-04-13T12:54:06.902+0000] {logging_mixin.py:188} INFO - 2010-06-15
[2024-04-13T12:54:06.903+0000] {logging_mixin.py:188} INFO - 2010-06-19
[2024-04-13T12:54:06.903+0000] {logging_mixin.py:188} INFO - 2010-06-22
[2024-04-13T12:54:06.903+0000] {logging_mixin.py:188} INFO - 2010-06-26
[2024-04-13T12:54:06.904+0000] {logging_mixin.py:188} INFO - 2010-06-28
[2024-04-13T12:54:06.904+0000] {logging_mixin.py:188} INFO - 2010-06-29
[2024-04-13T12:54:06.905+0000] {logging_mixin.py:188} INFO - 2010-06-30
[2024-04-13T12:54:06.905+0000] {logging_mixin.py:188} INFO - 2010-07-05
[2024-04-13T12:54:06.906+0000] {logging_mixin.py:188} INFO - 2010-07-08
[2024-04-13T12:54:06.906+0000] {logging_mixin.py:188} INFO - 2010-07-14
[2024-04-13T12:54:06.906+0000] {logging_mixin.py:188} INFO - 2010-10-31
[2024-04-13T12:54:06.907+0000] {logging_mixin.py:188} INFO - Date
[2024-04-13T12:54:06.911+0000] {logging_mixin.py:188} INFO - Error with Date
[2024-04-13T12:54:06.911+0000] {python.py:237} INFO - Done. Returned value was: None
[2024-04-13T12:54:06.912+0000] {taskinstance.py:441} INFO - ::group::Post task execution logs
[2024-04-13T12:54:06.931+0000] {taskinstance.py:1205} INFO - Marking task as SUCCESS. dag_id=Process_W3_Data, task_id=BuildDimDate, execution_date=20240413T125329, start_date=20240413T125406, end_date=20240413T125406
[2024-04-13T12:54:06.990+0000] {local_task_job_runner.py:240} INFO - Task exited with return code 0
[2024-04-13T12:54:07.054+0000] {taskinstance.py:3482} INFO - 1 downstream tasks scheduled from follow-on schedule check
[2024-04-13T12:54:07.056+0000] {local_task_job_runner.py:222} INFO - ::endgroup::
